qubits,depth,noise_model,noise_probability,mean_success,std_success,mean_fidelity,std_fidelity,mean_error_rate
3,1,depolarizing,0.005,0.9536,0.0032093613071762315,0.9536,0.0032093613071763074,0.0464
3,1,depolarizing,0.01,0.914,0.0018708286933869407,0.914,0.0018708286933869407,0.08599999999999997
3,1,depolarizing,0.02,0.8395999999999999,0.00960728889958039,0.8395999999999999,0.009607288899580365,0.1604000000000001
3,1,depolarizing,0.05,0.643,0.014628738838327802,0.643,0.014628738838327852,0.357
3,1,depolarizing,0.1,0.41479999999999995,0.018019433953373784,0.41479999999999995,0.018019433953373784,0.5852
3,1,phase_flip,0.0,1.0,0.0,1.0,0.0,0.0
3,1,phase_flip,0.001,0.9842000000000001,0.004024922359499626,0.9842000000000001,0.004024922359499626,0.015799999999999925
3,1,phase_flip,0.002,0.968,0.001581138830084232,0.968,0.001581138830084232,0.03200000000000003
3,1,phase_flip,0.005,0.9318,0.0041472882706655246,0.9318000000000002,0.004147288270665532,0.06820000000000004
3,1,phase_flip,0.01,0.8710000000000001,0.008972179222463175,0.8709999999999999,0.00897217922246318,0.1289999999999999
3,1,phase_flip,0.02,0.7604,0.015757537878742386,0.7604,0.01575753787874238,0.23960000000000004
3,1,phase_flip,0.05,0.507,0.010816653826391966,0.507,0.010816653826392016,0.493
3,1,phase_flip,0.1,0.2772,0.008228000972289658,0.2772,0.008228000972289632,0.7228
3,1,readout,0.0,1.0,0.0,1.0,0.0,0.0
3,1,readout,0.001,0.998,0.0007071067811865465,0.998,0.0007071067811865465,0.0020000000000000018
3,1,readout,0.002,0.9968,0.001303840481040533,0.9968,0.001303840481040533,0.0031999999999999806
3,1,readout,0.005,0.9858,0.0026832815729997505,0.9858,0.0026832815729997505,0.01419999999999999
3,1,readout,0.01,0.9705999999999999,0.007536577472566707,0.9705999999999999,0.007536577472566707,0.029400000000000093
3,1,readout,0.02,0.9423999999999999,0.006066300355241235,0.9423999999999999,0.006066300355241235,0.057600000000000096
3,1,readout,0.05,0.8586,0.011013627921806718,0.8586,0.011013627921806683,0.14139999999999997
3,1,readout,0.1,0.7288,0.011256109452204203,0.7287999999999999,0.011256109452204266,0.2712
3,1,thermal,0.0,1.0,0.0,1.0,0.0,0.0
3,1,thermal,0.001,1.0,0.0,1.0,0.0,0.0
