qubits,depth,noise_model,noise_probability,mean_success,std_success,mean_fidelity,std_fidelity,mean_error_rate,success_ci,success_ci_lower,success_ci_upper
2,2,thermal,0.05,0.9962,0.0008366600265340797,0.9962,0.0008366600265340797,0.0038000000000000256,0.001038684090568451,0.9951613159094316,0.9972386840905684
2,2,thermal,0.1,0.9928000000000001,0.002588435821108966,0.9928000000000001,0.002588435821108966,0.007199999999999873,0.0032134523242145774,0.9895865476757856,0.9960134523242147
2,4,bit_flip,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2,4,bit_flip,0.001,0.9795999999999999,0.0034351128074635276,0.9795999999999999,0.0034351128074635276,0.020400000000000085,0.004264572119216643,0.9753354278807833,0.9838645721192165
2,4,bit_flip,0.002,0.9602,0.002167948338867923,0.9602,0.002167948338867923,0.03979999999999995,0.002691431856837599,0.9575085681431624,0.9628914318568377
2,4,bit_flip,0.005,0.9146000000000001,0.002073644135332779,0.9146000000000001,0.002073644135332779,0.08539999999999992,0.002574356494349616,0.9120256435056505,0.9171743564943496
2,4,bit_flip,0.01,0.8416,0.00950263121456366,0.8416,0.0095026312145637,0.15839999999999999,0.011797183501158204,0.8298028164988418,0.8533971835011582
2,4,bit_flip,0.02,0.7091999999999999,0.012637246535539338,0.7091999999999999,0.012637246535539338,0.29080000000000006,0.015688698526009143,0.6935113014739908,0.7248886985260091
2,4,bit_flip,0.05,0.44980000000000003,0.016558985476169727,0.4497999999999999,0.01655898547616976,0.5502,0.020557399928979342,0.42924260007102066,0.4703573999289794
2,4,bit_flip,0.1,0.2868,0.009859006035092977,0.28679999999999994,0.009859006035092939,0.7132000000000001,0.012239610346738967,0.274560389653261,0.299039610346739
2,4,depolarizing,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2,4,depolarizing,0.001,0.9812,0.004086563348340528,0.9812,0.004086563348340528,0.01880000000000004,0.0050733251265812065,0.9761266748734188,0.9862733251265812
2,4,depolarizing,0.002,0.9644,0.0020736441353327337,0.9644,0.0020736441353327337,0.035599999999999965,0.0025743564943495594,0.9618256435056505,0.9669743564943496
2,4,depolarizing,0.005,0.923,0.001732050807568887,0.923,0.001732050807568887,0.07699999999999996,0.0021502803538143694,0.9208497196461857,0.9251502803538144
2,4,depolarizing,0.01,0.857,0.008366600265340755,0.857,0.008366600265340822,0.14300000000000002,0.01038684090568446,0.8466131590943156,0.8673868409056844
2,4,depolarizing,0.02,0.7386,0.01628803241647069,0.7386,0.016288032416470657,0.26139999999999997,0.020221021204677073,0.718378978795323,0.7588210212046771
2,4,depolarizing,0.05,0.49779999999999996,0.011122050170719442,0.49779999999999996,0.011122050170719466,0.5022,0.013807635360191133,0.4839923646398088,0.511607635360191
2,4,depolarizing,0.1,0.31379999999999997,0.012275992831539134,0.31379999999999997,0.012275992831539182,0.6862,0.015240214717647527,0.29855978528235244,0.3290402147176475
2,4,phase_flip,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2,4,phase_flip,0.001,0.9795999999999999,0.0034351128074635276,0.9795999999999999,0.0034351128074635276,0.020400000000000085,0.004264572119216643,0.9753354278807833,0.9838645721192165
2,4,phase_flip,0.002,0.9602,0.002167948338867923,0.9602,0.002167948338867923,0.03979999999999995,0.002691431856837599,0.9575085681431624,0.9628914318568377
2,4,phase_flip,0.005,0.9146000000000001,0.002073644135332779,0.9146000000000001,0.002073644135332779,0.08539999999999992,0.002574356494349616,0.9120256435056505,0.9171743564943496
2,4,phase_flip,0.01,0.8416,0.00950263121456366,0.8416,0.0095026312145637,0.15839999999999999,0.011797183501158204,0.8298028164988418,0.8533971835011582
2,4,phase_flip,0.02,0.7091999999999999,0.012637246535539338,0.7091999999999999,0.012637246535539338,0.29080000000000006,0.015688698526009143,0.6935113014739908,0.7248886985260091
2,4,phase_flip,0.05,0.44980000000000003,0.016558985476169727,0.4497999999999999,0.01655898547616976,0.5502,0.020557399928979342,0.42924260007102066,0.4703573999289794
2,4,phase_flip,0.1,0.2868,0.009859006035092977,0.28679999999999994,0.009859006035092939,0.7132000000000001,0.012239610346738967,0.274560389653261,0.299039610346739
2,4,readout,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2,4,readout,0.001,0.9978,0.0013038404810405213,0.9978,0.0013038404810405213,0.0021999999999999797,0.0016186722460090448,0.9961813277539909,0.9994186722460091
2,4,readout,0.002,0.9964000000000001,0.002073644135332786,0.9964000000000001,0.002073644135332786,0.0035999999999999366,0.0025743564943496245,0.9938256435056504,0.9989743564943497
2,4,readout,0.005,0.99,0.0025495097567963944,0.99,0.0025495097567963944,0.010000000000000009,0.0031651269800752092,0.9868348730199248,0.9931651269800752
2,4,readout,0.01,0.9804,0.007266360849833971,0.9804,0.007266360849833971,0.01959999999999995,0.009020932244507758,0.9713790677554923,0.9894209322445078
2,4,readout,0.02,0.9640000000000001,0.005244044240850744,0.9640000000000001,0.005244044240850744,0.03599999999999992,0.0065102970746349015,0.9574897029253652,0.970510297074635
2,4,readout,0.05,0.9024000000000001,0.0068044103344816155,0.9024000000000001,0.006804410334481626,0.09759999999999991,0.00844743687517109,0.893952563124829,0.9108474368751712
2,4,readout,0.1,0.806,0.011135528725660036,0.806,0.011135528725659948,0.19399999999999995,0.013824368513606678,0.7921756314863934,0.8198243685136067
2,4,thermal,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
